-0.965198,-0.927375,0.985206,-1.71247,-1.41244,-0.81969,
-0.468636,-0.927375,0.985206,-1.71247,-1.41244,-0.81969,
-0.0226095,-0.927375,0.985206,-1.71247,-1.41244,-0.81969,
0.381121,-0.927375,0.985206,-1.71247,-1.41244,-0.81969,
0.800782,-0.927375,0.985206,-1.71247,-1.41244,-0.81969,
0.877133,-0.787354,1.27122,-2.1385,-1.41244,-0.81969,
0.393755,-0.787354,1.27122,-2.1385,-1.41244,-0.81969,
-0.0313986,-0.787354,1.27122,-2.1385,-1.41244,-0.81969,
-0.43458,-0.787354,1.27122,-2.1385,-1.41244,-0.81969,
-0.895438,-0.787354,1.27122,-2.1385,-1.41244,-0.81969,
-0.895438,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
-0.55872,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
-0.0113133,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
0.467671,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
0.871402,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
0.871402,-0.528101,1.30056,-2.4271,-1.41244,-0.81969,
